meeting_id,account_id,deal_id,organizer_id,title,meeting_type,scheduled_start,scheduled_end,duration_minutes,location,status,agenda,summary,key_points,next_steps,outcome,attendee_contact_ids,attendee_user_ids
MTG-6179,ACC-1033,DL-4052,USR-3001,Prism Analytics / Intellia Technical Validation,Technical Validation,2026-04-15 11:30:00,2026-04-15 12:30:00,60,Customer site,Completed,Confirm the security review timeline and owners,Forecast accuracy is the metric leadership actually cares about. Schedule the executive alignment call.,"[""Champion is willing to socialize the business case internally"", ""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Advanced,"[""CNT-2142""]","[""USR-3001""]"
MTG-6180,ACC-1033,DL-4112,USR-3006,Prism Analytics / Intellia Technical Validation,Technical Validation,2026-05-13 09:30:00,2026-05-13 10:15:00,45,Google Meet,Completed,"Walk through pricing, packaging and the ramp plan",Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Champion is willing to socialize the business case internally"", ""Forecast accuracy is the metric leadership actually cares about"", ""The data team wants incremental sync rather than full refresh""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",No decision,"[""CNT-2141"", ""CNT-2140"", ""CNT-2145""]","[""USR-3006""]"
MTG-6181,ACC-1033,DL-4112,USR-3006,Prism Analytics / Intellia Executive Briefing,Executive Briefing,2026-07-18 10:00:00,2026-07-18 10:45:00,45,Microsoft Teams,Completed,Review the pilot results and agree next steps,Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves"", ""The data team wants incremental sync rather than full refresh""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",Held,"[""CNT-2142"", ""CNT-2140"", ""CNT-2143""]","[""USR-3006""]"
MTG-6182,ACC-1033,DL-4052,USR-3006,Prism Analytics / Intellia Internal Sync,Internal Sync,2026-07-28 13:00:00,2026-07-28 14:00:00,60,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Security review is the critical path item"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Competitive evaluation is down to two vendors""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",Advanced,"[""CNT-2143"", ""CNT-2141"", ""CNT-2144""]","[""USR-3006""]"
MTG-6183,ACC-1034,DL-4173,USR-3007,Cobalt Mining / Intellia Demo,Demo,2026-08-16 13:30:00,2026-08-16 14:15:00,45,Google Meet,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2150""]","[""USR-3007""]"
MTG-6184,ACC-1034,DL-4053,USR-3007,Cobalt Mining / Intellia Renewal Review,Renewal Review,2026-09-06 11:00:00,2026-09-06 12:00:00,60,Customer site,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2149"", ""CNT-2150""]","[""USR-3007""]"
MTG-6185,ACC-1034,DL-4113,USR-3007,Cobalt Mining / Intellia QBR,QBR,2026-08-24 09:00:00,2026-08-24 09:30:00,30,Google Meet,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2146"", ""CNT-2148"", ""CNT-2147""]","[""USR-3007""]"
MTG-6186,ACC-1034,DL-4053,USR-3007,Cobalt Mining / Intellia QBR,QBR,2026-07-16 17:30:00,2026-07-16 18:30:00,60,Zoom,Completed,Confirm the security review timeline and owners,Security review is the critical path item. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh""]","[""Confirm the security questionnaire owner"", ""Share the ROI model with finance""]",Slipped,"[""CNT-2148""]","[""USR-3007""]"
MTG-6187,ACC-1034,DL-4113,USR-3007,Cobalt Mining / Intellia Discovery,Discovery,2026-08-25 12:00:00,2026-08-25 12:45:00,45,Customer site,Scheduled,Confirm the security review timeline and owners,,[],[],,"[""CNT-2146""]","[""USR-3007""]"
MTG-6188,ACC-1035,DL-4114,USR-3009,Sentry Security / Intellia Technical Validation,Technical Validation,2026-09-12 09:30:00,2026-09-12 10:30:00,60,Customer site,Scheduled,Validate the data connector and custom signal mapping,,[],[],,"[""CNT-2153""]","[""USR-3009""]"
MTG-6189,ACC-1035,DL-4054,USR-3009,Sentry Security / Intellia Negotiation,Negotiation,2026-04-24 09:00:00,2026-04-24 09:45:00,45,Microsoft Teams,Completed,Confirm the security review timeline and owners,Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Security review is the critical path item"", ""Competitive evaluation is down to two vendors"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Schedule the executive alignment call"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2155""]","[""USR-3009""]"
MTG-6190,ACC-1035,DL-4114,USR-3009,Sentry Security / Intellia Technical Validation,Technical Validation,2026-09-13 09:30:00,2026-09-13 10:15:00,45,Microsoft Teams,Scheduled,Technical deep dive on forecast accuracy,,[],[],,"[""CNT-2152"", ""CNT-2155""]","[""USR-3009""]"
MTG-6191,ACC-1035,DL-4114,USR-3002,Sentry Security / Intellia Technical Validation,Technical Validation,2026-07-30 16:00:00,2026-07-30 16:45:00,45,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Security review is the critical path item. Share the ROI model with finance.,"[""Security review is the critical path item"", ""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally""]","[""Circulate pilot success criteria for sign-off"", ""Get procurement paperwork started""]",Held,"[""CNT-2153""]","[""USR-3002""]"
MTG-6192,ACC-1036,DL-4175,USR-3010,Helios Power / Intellia QBR,QBR,2026-06-10 16:30:00,2026-06-10 17:30:00,60,Customer site,Completed,Review the pilot results and agree next steps,Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally""]","[""Circulate pilot success criteria for sign-off"", ""Share the ROI model with finance""]",No decision,"[""CNT-2160""]","[""USR-3010""]"
MTG-6193,ACC-1036,DL-4175,USR-3010,Helios Power / Intellia QBR,QBR,2026-06-01 16:00:00,2026-06-01 16:30:00,30,Microsoft Teams,Completed,Align business outcome goals with the executive sponsor,Security review is the critical path item. Circulate pilot success criteria for sign-off.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Champion is willing to socialize the business case internally"", ""Security review is the critical path item""]","[""Share the ROI model with finance"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2157"", ""CNT-2158"", ""CNT-2160""]","[""USR-3010""]"
MTG-6194,ACC-1036,DL-4055,USR-3010,Helios Power / Intellia Executive Briefing,Executive Briefing,2026-05-26 14:00:00,2026-05-26 15:00:00,60,Microsoft Teams,Completed,"Walk through pricing, packaging and the ramp plan",Security review is the critical path item. Schedule the executive alignment call.,"[""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Send the mutual action plan by end of week"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2157"", ""CNT-2158"", ""CNT-2161""]","[""USR-3010""]"
MTG-6195,ACC-1036,DL-4055,USR-3010,Helios Power / Intellia Discovery,Discovery,2026-07-23 14:00:00,2026-07-23 14:30:00,30,Zoom,Completed,"Walk through pricing, packaging and the ramp plan",Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2157"", ""CNT-2159""]","[""USR-3010""]"
MTG-6196,ACC-1037,DL-4116,USR-3011,Fortress Bank / Intellia Demo,Demo,2026-05-30 13:30:00,2026-05-30 14:00:00,30,Customer site,Completed,Validate the data connector and custom signal mapping,Forecast accuracy is the metric leadership actually cares about. Get procurement paperwork started.,"[""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Confirm the security questionnaire owner"", ""Schedule the executive alignment call""]",Held,"[""CNT-2164"", ""CNT-2162"", ""CNT-2165""]","[""USR-3011""]"
MTG-6197,ACC-1037,DL-4176,USR-3011,Fortress Bank / Intellia Demo,Demo,2026-06-12 08:00:00,2026-06-12 08:45:00,45,Zoom,Completed,Review the pilot results and agree next steps,Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Competitive evaluation is down to two vendors"", ""Procurement requires an executive sponsor before paperwork moves"", ""The data team wants incremental sync rather than full refresh""]","[""Confirm the security questionnaire owner"", ""Send the mutual action plan by end of week""]",Slipped,"[""CNT-2163"", ""CNT-2162""]","[""USR-3011""]"
MTG-6198,ACC-1037,DL-4176,USR-3011,Fortress Bank / Intellia Executive Briefing,Executive Briefing,2026-09-03 09:00:00,2026-09-03 09:45:00,45,Customer site,Scheduled,Technical deep dive on forecast accuracy,,[],[],,"[""CNT-2162"", ""CNT-2165"", ""CNT-2163""]","[""USR-3011""]"
MTG-6199,ACC-1037,DL-4056,USR-3011,Fortress Bank / Intellia Internal Sync,Internal Sync,2026-05-26 10:00:00,2026-05-26 10:30:00,30,Zoom,Completed,Quarterly business review and adoption update,Budget is committed but the timing sits behind a leadership review. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""Security review is the critical path item"", ""The data team wants incremental sync rather than full refresh""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",No decision,"[""CNT-2163"", ""CNT-2162""]","[""USR-3011""]"
MTG-6200,ACC-1037,DL-4176,USR-3012,Fortress Bank / Intellia Executive Briefing,Executive Briefing,2026-07-27 12:00:00,2026-07-27 12:30:00,30,Customer site,Completed,Review the pilot results and agree next steps,Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Circulate pilot success criteria for sign-off"", ""Schedule the executive alignment call""]",Held,"[""CNT-2163"", ""CNT-2162"", ""CNT-2164""]","[""USR-3012""]"
MTG-6201,ACC-1038,DL-4177,USR-3012,Clarity Health / Intellia Discovery,Discovery,2026-05-25 13:00:00,2026-05-25 14:00:00,60,Zoom,Completed,Confirm the security review timeline and owners,Security review is the critical path item. Confirm the security questionnaire owner.,"[""Champion is willing to socialize the business case internally"", ""Forecast accuracy is the metric leadership actually cares about"", ""Competitive evaluation is down to two vendors""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2168""]","[""USR-3012""]"
MTG-6202,ACC-1038,DL-4177,USR-3012,Clarity Health / Intellia Executive Briefing,Executive Briefing,2026-05-30 11:30:00,2026-05-30 12:30:00,60,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item"", ""Champion is willing to socialize the business case internally""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Held,"[""CNT-2167"", ""CNT-2166"", ""CNT-2168""]","[""USR-3012""]"
MTG-6203,ACC-1038,DL-4177,USR-3012,Clarity Health / Intellia Negotiation,Negotiation,2026-04-20 13:30:00,2026-04-20 14:30:00,60,Customer site,Completed,Confirm the security review timeline and owners,Budget is committed but the timing sits behind a leadership review. Send the mutual action plan by end of week.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Circulate pilot success criteria for sign-off"", ""Confirm the security questionnaire owner""]",Advanced,"[""CNT-2166"", ""CNT-2167"", ""CNT-2168""]","[""USR-3012""]"
MTG-6204,ACC-1038,DL-4177,USR-3012,Clarity Health / Intellia Demo,Demo,2026-04-27 17:00:00,2026-04-27 17:45:00,45,Google Meet,Completed,Technical deep dive on forecast accuracy,Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Budget is committed but the timing sits behind a leadership review"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Share the ROI model with finance"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2166"", ""CNT-2168"", ""CNT-2167""]","[""USR-3012""]"
MTG-6205,ACC-1039,DL-4118,USR-3013,Nouveau Retail / Intellia Executive Briefing,Executive Briefing,2026-06-19 09:30:00,2026-06-19 10:00:00,30,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Budget is committed but the timing sits behind a leadership review. Get procurement paperwork started.,"[""Champion is willing to socialize the business case internally"", ""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Advanced,"[""CNT-2172"", ""CNT-2171""]","[""USR-3013""]"
MTG-6206,ACC-1039,DL-4058,USR-3013,Nouveau Retail / Intellia Negotiation,Negotiation,2026-04-22 12:00:00,2026-04-22 13:00:00,60,Customer site,Completed,Confirm the security review timeline and owners,Champion is willing to socialize the business case internally. Share the ROI model with finance.,"[""The data team wants incremental sync rather than full refresh"", ""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Get procurement paperwork started"", ""Share the ROI model with finance""]",Held,"[""CNT-2173"", ""CNT-2171"", ""CNT-2169""]","[""USR-3013""]"
MTG-6207,ACC-1039,DL-4058,USR-3013,Nouveau Retail / Intellia Technical Validation,Technical Validation,2026-09-10 17:30:00,2026-09-10 18:00:00,30,Google Meet,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2171""]","[""USR-3013""]"
MTG-6208,ACC-1039,DL-4058,USR-3013,Nouveau Retail / Intellia Internal Sync,Internal Sync,2026-04-26 08:30:00,2026-04-26 09:00:00,30,Google Meet,Completed,"Walk through pricing, packaging and the ramp plan",Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Budget is committed but the timing sits behind a leadership review"", ""Security review is the critical path item"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2171"", ""CNT-2169""]","[""USR-3013""]"
MTG-6209,ACC-1039,DL-4178,USR-3002,Nouveau Retail / Intellia Internal Sync,Internal Sync,2026-06-29 09:30:00,2026-06-29 10:30:00,60,Zoom,Completed,"Renewal scope, timing and expansion options",Competitive evaluation is down to two vendors. Circulate pilot success criteria for sign-off.,"[""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally""]","[""Send the mutual action plan by end of week"", ""Get procurement paperwork started""]",No decision,"[""CNT-2169"", ""CNT-2173"", ""CNT-2170""]","[""USR-3002""]"
MTG-6210,ACC-1039,DL-4058,USR-3006,Nouveau Retail / Intellia Internal Sync,Internal Sync,2026-07-01 10:30:00,2026-07-01 11:30:00,60,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Budget is committed but the timing sits behind a leadership review. Share the ROI model with finance.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally"", ""Budget is committed but the timing sits behind a leadership review""]","[""Schedule the executive alignment call"", ""Confirm the security questionnaire owner""]",Advanced,"[""CNT-2171""]","[""USR-3006""]"
MTG-6211,ACC-1040,DL-4179,USR-3001,Orion Aerospace / Intellia Internal Sync,Internal Sync,2026-06-25 15:00:00,2026-06-25 15:30:00,30,Customer site,Completed,Align business outcome goals with the executive sponsor,Forecast accuracy is the metric leadership actually cares about. Share the ROI model with finance.,"[""The data team wants incremental sync rather than full refresh"", ""Budget is committed but the timing sits behind a leadership review"", ""Champion is willing to socialize the business case internally""]","[""Send the mutual action plan by end of week"", ""Share the ROI model with finance""]",Held,"[""CNT-2176""]","[""USR-3001""]"
MTG-6212,ACC-1040,DL-4179,USR-3007,Orion Aerospace / Intellia Negotiation,Negotiation,2026-08-10 09:30:00,2026-08-10 10:00:00,30,Microsoft Teams,Completed,"Renewal scope, timing and expansion options",Budget is committed but the timing sits behind a leadership review. Share the ROI model with finance.,"[""Competitive evaluation is down to two vendors"", ""Procurement requires an executive sponsor before paperwork moves"", ""The data team wants incremental sync rather than full refresh""]","[""Send the mutual action plan by end of week"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2177""]","[""USR-3007""]"
MTG-6213,ACC-1040,DL-4059,USR-3001,Orion Aerospace / Intellia Discovery,Discovery,2026-05-17 10:00:00,2026-05-17 10:30:00,30,Zoom,Completed,"Renewal scope, timing and expansion options",Adoption is concentrated in two teams; the rest of the org has not onboarded. Send the mutual action plan by end of week.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Competitive evaluation is down to two vendors"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Share the ROI model with finance"", ""Circulate pilot success criteria for sign-off""]",Advanced,"[""CNT-2178"", ""CNT-2174""]","[""USR-3001""]"
MTG-6214,ACC-1040,DL-4059,USR-3006,Orion Aerospace / Intellia Negotiation,Negotiation,2026-06-24 13:00:00,2026-06-24 13:45:00,45,Zoom,Completed,Quarterly business review and adoption update,Adoption is concentrated in two teams; the rest of the org has not onboarded. Schedule the executive alignment call.,"[""Budget is committed but the timing sits behind a leadership review"", ""Security review is the critical path item"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Circulate pilot success criteria for sign-off"", ""Share the ROI model with finance""]",Held,"[""CNT-2177"", ""CNT-2179"", ""CNT-2176""]","[""USR-3006""]"
MTG-6215,ACC-1040,DL-4179,USR-3001,Orion Aerospace / Intellia QBR,QBR,2026-06-18 16:00:00,2026-06-18 16:45:00,45,Zoom,Completed,Confirm the security review timeline and owners,Budget is committed but the timing sits behind a leadership review. Get procurement paperwork started.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Champion is willing to socialize the business case internally"", ""Competitive evaluation is down to two vendors""]","[""Send the mutual action plan by end of week"", ""Share the ROI model with finance""]",Held,"[""CNT-2174"", ""CNT-2175"", ""CNT-2179""]","[""USR-3001""]"
MTG-6216,ACC-1041,DL-4060,USR-3002,Hyperion Cloud / Intellia Technical Validation,Technical Validation,2026-05-04 16:30:00,2026-05-04 17:30:00,60,Zoom,Completed,Technical deep dive on forecast accuracy,Forecast accuracy is the metric leadership actually cares about. Share the ROI model with finance.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item"", ""Budget is committed but the timing sits behind a leadership review""]","[""Share the ROI model with finance"", ""Circulate pilot success criteria for sign-off""]",Advanced,"[""CNT-2181"", ""CNT-2180""]","[""USR-3002""]"
MTG-6217,ACC-1041,DL-4120,USR-3002,Hyperion Cloud / Intellia Renewal Review,Renewal Review,2026-07-06 17:00:00,2026-07-06 17:45:00,45,Zoom,Completed,Review the pilot results and agree next steps,Security review is the critical path item. Confirm the security questionnaire owner.,"[""The data team wants incremental sync rather than full refresh"", ""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2182"", ""CNT-2183"", ""CNT-2181""]","[""USR-3002""]"
MTG-6218,ACC-1041,DL-4180,USR-3002,Hyperion Cloud / Intellia Technical Validation,Technical Validation,2026-08-05 14:30:00,2026-08-05 15:30:00,60,Microsoft Teams,Completed,"Renewal scope, timing and expansion options",Adoption is concentrated in two teams; the rest of the org has not onboarded. Schedule the executive alignment call.,"[""Champion is willing to socialize the business case internally"", ""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Schedule the executive alignment call"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2180"", ""CNT-2183"", ""CNT-2181""]","[""USR-3002""]"
MTG-6219,ACC-1041,DL-4120,USR-3002,Hyperion Cloud / Intellia Internal Sync,Internal Sync,2026-09-09 08:30:00,2026-09-09 09:15:00,45,Google Meet,Scheduled,Confirm the security review timeline and owners,,[],[],,"[""CNT-2182"", ""CNT-2183"", ""CNT-2180""]","[""USR-3002""]"
MTG-6220,ACC-1042,DL-4121,USR-3010,Astral Media / Intellia Internal Sync,Internal Sync,2026-09-14 12:30:00,2026-09-14 13:00:00,30,Customer site,Scheduled,Validate the data connector and custom signal mapping,,[],[],,"[""CNT-2189"", ""CNT-2185"", ""CNT-2184""]","[""USR-3010""]"
MTG-6221,ACC-1042,DL-4061,USR-3012,Astral Media / Intellia Demo,Demo,2026-04-17 17:30:00,2026-04-17 18:15:00,45,Customer site,Completed,"Renewal scope, timing and expansion options",Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item"", ""Champion is willing to socialize the business case internally""]","[""Confirm the security questionnaire owner"", ""Get procurement paperwork started""]",Held,"[""CNT-2188"", ""CNT-2185"", ""CNT-2184""]","[""USR-3012""]"
MTG-6222,ACC-1042,DL-4181,USR-3005,Astral Media / Intellia Negotiation,Negotiation,2026-06-05 08:30:00,2026-06-05 09:15:00,45,Zoom,Completed,Quarterly business review and adoption update,Champion is willing to socialize the business case internally. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""Procurement requires an executive sponsor before paperwork moves"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Circulate pilot success criteria for sign-off"", ""Schedule the executive alignment call""]",Advanced,"[""CNT-2187"", ""CNT-2184"", ""CNT-2189""]","[""USR-3005""]"
MTG-6223,ACC-1042,DL-4061,USR-3005,Astral Media / Intellia Executive Briefing,Executive Briefing,2026-09-06 17:30:00,2026-09-06 18:00:00,30,Zoom,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2184"", ""CNT-2188""]","[""USR-3005""]"
MTG-6224,ACC-1042,DL-4121,USR-3005,Astral Media / Intellia Negotiation,Negotiation,2026-08-07 17:30:00,2026-08-07 18:30:00,60,Customer site,Completed,Technical deep dive on forecast accuracy,Champion is willing to socialize the business case internally. Confirm the security questionnaire owner.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Security review is the critical path item"", ""Competitive evaluation is down to two vendors""]","[""Send the mutual action plan by end of week"", ""Get procurement paperwork started""]",Advanced,"[""CNT-2186""]","[""USR-3005""]"
MTG-6225,ACC-1042,DL-4121,USR-3005,Astral Media / Intellia Internal Sync,Internal Sync,2026-07-29 13:30:00,2026-07-29 14:00:00,30,Google Meet,Completed,"Walk through pricing, packaging and the ramp plan",Adoption is concentrated in two teams; the rest of the org has not onboarded. Circulate pilot success criteria for sign-off.,"[""Forecast accuracy is the metric leadership actually cares about"", ""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally""]","[""Confirm the security questionnaire owner"", ""Share the ROI model with finance""]",Advanced,"[""CNT-2186"", ""CNT-2188""]","[""USR-3005""]"
MTG-6226,ACC-1042,DL-4181,USR-3007,Astral Media / Intellia Renewal Review,Renewal Review,2026-05-20 08:00:00,2026-05-20 08:45:00,45,Zoom,Completed,Validate the data connector and custom signal mapping,Budget is committed but the timing sits behind a leadership review. Get procurement paperwork started.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally""]","[""Confirm the security questionnaire owner"", ""Get procurement paperwork started""]",Held,"[""CNT-2188""]","[""USR-3007""]"
MTG-6227,ACC-1043,DL-4062,USR-3005,Summit Financial / Intellia Internal Sync,Internal Sync,2026-08-10 10:00:00,2026-08-10 11:00:00,60,Zoom,Completed,"Renewal scope, timing and expansion options",Champion is willing to socialize the business case internally. Schedule the executive alignment call.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item"", ""Competitive evaluation is down to two vendors""]","[""Confirm the security questionnaire owner"", ""Share the ROI model with finance""]",Held,"[""CNT-2191"", ""CNT-2195""]","[""USR-3005""]"
MTG-6228,ACC-1043,DL-4002,USR-3002,Summit Financial / Intellia QBR,QBR,2026-08-22 17:30:00,2026-08-22 18:00:00,30,Zoom,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2192"", ""CNT-2194"", ""CNT-2191""]","[""USR-3002""]"
MTG-6229,ACC-1043,DL-4002,USR-3006,Summit Financial / Intellia Demo,Demo,2026-05-29 16:30:00,2026-05-29 17:15:00,45,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Champion is willing to socialize the business case internally. Schedule the executive alignment call.,"[""The data team wants incremental sync rather than full refresh"", ""Competitive evaluation is down to two vendors"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Schedule the executive alignment call"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2193"", ""CNT-2191""]","[""USR-3006""]"
MTG-6230,ACC-1043,DL-4122,USR-3006,Summit Financial / Intellia QBR,QBR,2026-08-26 08:00:00,2026-08-26 09:00:00,60,Google Meet,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2191"", ""CNT-2194""]","[""USR-3006""]"
MTG-6231,ACC-1043,DL-4122,USR-3006,Summit Financial / Intellia Technical Validation,Technical Validation,2026-05-10 09:30:00,2026-05-10 10:00:00,30,Customer site,Completed,"Walk through pricing, packaging and the ramp plan",Competitive evaluation is down to two vendors. Get procurement paperwork started.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Competitive evaluation is down to two vendors"", ""Security review is the critical path item""]","[""Confirm the security questionnaire owner"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2193"", ""CNT-2190""]","[""USR-3006""]"
MTG-6232,ACC-1043,DL-4002,USR-3006,Summit Financial / Intellia Internal Sync,Internal Sync,2026-04-18 12:00:00,2026-04-18 12:30:00,30,Zoom,Completed,Review the pilot results and agree next steps,Security review is the critical path item. Share the ROI model with finance.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",Held,"[""CNT-2191"", ""CNT-2192"", ""CNT-2190""]","[""USR-3006""]"
MTG-6233,ACC-1043,DL-4122,USR-3006,Summit Financial / Intellia Renewal Review,Renewal Review,2026-04-30 15:00:00,2026-04-30 15:30:00,30,Microsoft Teams,Completed,Quarterly business review and adoption update,Adoption is concentrated in two teams; the rest of the org has not onboarded. Get procurement paperwork started.,"[""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item""]","[""Circulate pilot success criteria for sign-off"", ""Send the mutual action plan by end of week""]",Slipped,"[""CNT-2190""]","[""USR-3006""]"
MTG-6234,ACC-1044,DL-4003,USR-3007,Vector Biotech / Intellia QBR,QBR,2026-09-22 16:30:00,2026-09-22 17:30:00,60,Google Meet,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2198""]","[""USR-3007""]"
MTG-6235,ACC-1044,DL-4003,USR-3007,Vector Biotech / Intellia QBR,QBR,2026-05-04 11:30:00,2026-05-04 12:30:00,60,Zoom,Completed,Align business outcome goals with the executive sponsor,Champion is willing to socialize the business case internally. Confirm the security questionnaire owner.,"[""The data team wants incremental sync rather than full refresh"", ""Competitive evaluation is down to two vendors"", ""Champion is willing to socialize the business case internally""]","[""Circulate pilot success criteria for sign-off"", ""Confirm the security questionnaire owner""]",Advanced,"[""CNT-2197""]","[""USR-3007""]"
